customer_id,first_name,last_name,email,segment,customer_city,customer_state,customer_country,zipcode
9114,Mary,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
1362,Dennis,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
8011,Mary,Hill,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
3296,Mary,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
3182,Frances,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
7864,Alice,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
11169,Kyle,Thomas,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
5197,Brenda,Jordan,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
1535,Frank,Livingston,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
6122,Johnny,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
9451,Mary,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
542,Mary,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
11329,Hannah,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
3570,Mary,Nelson,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
650,Austin,Sexton,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
9353,Michael,Scott,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
54,Mary,Olson,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
12151,Vincent,Krueger,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
10018,Gregory,Rodriguez,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
4936,Kyle,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
8707,Lisa,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
1025,Megan,Todd,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
8831,Mary,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
10679,Mary,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
5007,Mary,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
9854,Mary,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
376,Grace,Sanchez,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
5417,Dennis,Meyer,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
10759,Douglas,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
8541,Mary,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
3752,Mary,Vega,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
4673,Wayne,Hodges,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
5367,Mary,Mccormick,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
10485,Mary,Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
9272,Ronald,Blackwell,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,725.0
647,Mary,Rios,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
6398,Tammy,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
4209,Mary,Lara,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
8917,Mary,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
7784,Mary,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
1425,Christina,Harvey,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
2737,Mary,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
6428,Mary,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
6543,Alexander,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
3990,Sandra,Smith,XXXXXXXXX,Consumer,Guayama,PR,Puerto Rico,784.0
8524,Ruth,Farrell,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
9204,Mary,Harris,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
11761,Lauren,Coleman,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
9554,Mary,Hayes,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
5118,Mary,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
5506,Gregory,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
1423,Mary,Day,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
138,Mary,Dawson,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
6360,Mary,Phillips,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
2053,Ronald,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
10344,Mary,Smith,XXXXXXXXX,Consumer,Juana Diaz,PR,Puerto Rico,795.0
3375,Mary,Sanchez,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
1339,Melissa,Mack,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
7247,Mary,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
1273,Maria,Evans,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
6277,Eugene,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
7701,James,Lawson,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
4126,John,Stokes,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
9528,Mary,Flores,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
1853,Mary,Austin,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
11149,Roy,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
5828,Katherine,Oconnell,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
6887,Mary,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
4781,Janet,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
10668,Mary,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
5421,Mary,Carlson,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
10200,Nicole,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
11254,Sharon,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
11106,Mary,Navarro,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
8456,Mary,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
6149,Matthew,Bush,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
1473,Anthony,Young,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
1840,Jerry,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
6757,Mary,Freeman,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
3972,Laura,Bennett,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
9316,Megan,Sanders,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
11213,Mary,Black,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
3474,Jack,Hatfield,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14630,Kirestin,Barr,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13256,Nora,Downs,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14665,Jennifer,Stokes,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13363,Madonna,Ingram,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14645,Noelani,Hyde,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13163,Sydnee,Nolan,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14553,Willa,Potter,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14287,Alma,Delgado,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13179,Ila,Knight,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13035,Belle,Booker,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14322,Alyssa,Contreras,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13196,Lani,Nash,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14604,Demetria,Jarvis,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
12961,Joan,Nixon,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14676,Gay,Harper,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14087,Audrey,Acosta,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13194,Riley,Jones,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14513,Imani,Kelly,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13461,Mechelle,Parker,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14510,Imani,Castaneda,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13190,Whitney,Henderson,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14508,Roanna,Martin,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14472,Vivian,Hays,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14562,Xantha,Brock,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13206,Zia,Davis,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13080,Mara,Duffy,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14633,Sloane,Long,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
14097,Winifred,Alexander,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
13024,Giselle,Farrell,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
778,John,Buckley,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
7146,Nancy,Curry,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
6365,Mary,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
8422,Wayne,Crawford,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
3784,Mary,Sharp,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
10519,Mary,Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
7132,David,Guerra,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
3709,Mary,Padilla,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,725.0
1509,Patricia,Petersen,XXXXXXXXX,Consumer,Freeport,NY,EE. UU.,11520.0
1636,Julie,Petersen,XXXXXXXXX,Consumer,Fort Washington,MD,EE. UU.,20744.0
2784,Lisa,Smith,XXXXXXXXX,Consumer,Bakersfield,CA,EE. UU.,93304.0
9174,Tyler,Smith,XXXXXXXXX,Consumer,Corona,NY,EE. UU.,11368.0
122,Karen,Smith,XXXXXXXXX,Consumer,Cincinnati,OH,EE. UU.,45238.0
3800,Shawn,Smith,XXXXXXXXX,Consumer,Germantown,MD,EE. UU.,20874.0
10029,Mary,Silva,XXXXXXXXX,Consumer,Carrollton,TX,EE. UU.,75006.0
2805,Willie,Smith,XXXXXXXXX,Consumer,Houston,TX,EE. UU.,77093.0
12253,Mary,Chan,XXXXXXXXX,Consumer,Carlisle,PA,EE. UU.,17013.0
3528,Nicole,Brooks,XXXXXXXXX,Consumer,Los Angeles,CA,EE. UU.,90023.0
11018,Bruce,Smith,XXXXXXXXX,Consumer,Ewa Beach,HI,EE. UU.,96706.0
3222,Mary,Williams,XXXXXXXXX,Consumer,Lakewood,NJ,EE. UU.,8701.0
6246,Melissa,Ramirez,XXXXXXXXX,Consumer,Rome,NY,EE. UU.,13440.0
8741,Gregory,Smith,XXXXXXXXX,Consumer,Vista,CA,EE. UU.,92083.0
8050,Elizabeth,Smith,XXXXXXXXX,Consumer,Fort Worth,TX,EE. UU.,76106.0
5474,Mary,Sanchez,XXXXXXXXX,Consumer,Fond Du Lac,WI,EE. UU.,54935.0
474,Mary,Patton,XXXXXXXXX,Consumer,Philadelphia,PA,EE. UU.,19139.0
12255,Mary,Davis,XXXXXXXXX,Consumer,Ontario,CA,EE. UU.,91764.0
10288,Mark,Smith,XXXXXXXXX,Consumer,Oviedo,FL,EE. UU.,32765.0
4717,Mary,Sanders,XXXXXXXXX,Consumer,Buffalo,NY,EE. UU.,14221.0
4799,Paul,Jensen,XXXXXXXXX,Consumer,Honolulu,HI,EE. UU.,96822.0
4533,Walter,Chavez,XXXXXXXXX,Consumer,Oceanside,CA,EE. UU.,92056.0
12383,Joyce,Phillips,XXXXXXXXX,Consumer,North Tonawanda,NY,EE. UU.,14120.0
3518,Daniel,Smith,XXXXXXXXX,Consumer,Clovis,CA,EE. UU.,93611.0
4674,Mary,Lynn,XXXXXXXXX,Consumer,Jamaica,NY,EE. UU.,11434.0
8519,Pamela,Michael,XXXXXXXXX,Consumer,Granite City,IL,EE. UU.,62040.0
5302,Betty,Smith,XXXXXXXXX,Consumer,Medford,MA,EE. UU.,2155.0
3594,Mary,Smith,XXXXXXXXX,Consumer,Pomona,CA,EE. UU.,91766.0
9890,Christian,Luna,XXXXXXXXX,Consumer,Tempe,AZ,EE. UU.,85281.0
1410,Mary,Smith,XXXXXXXXX,Consumer,Santa Ana,CA,EE. UU.,92703.0
7521,Mary,Ortega,XXXXXXXXX,Consumer,York,PA,EE. UU.,17402.0
2106,Mary,Grimes,XXXXXXXXX,Consumer,Aurora,CO,EE. UU.,80010.0
8144,Mary,Summers,XXXXXXXXX,Consumer,Simi Valley,CA,EE. UU.,93065.0
5643,Tiffany,Caldwell,XXXXXXXXX,Consumer,Silver Spring,MD,EE. UU.,20904.0
2041,Paul,Garcia,XXXXXXXXX,Consumer,Saint Paul,MN,EE. UU.,55124.0
7537,Stephen,Lee,XXXXXXXXX,Consumer,San Antonio,TX,EE. UU.,78201.0
3056,George,Middleton,XXXXXXXXX,Consumer,Philadelphia,PA,EE. UU.,19143.0
7967,Samuel,Jones,XXXXXXXXX,Consumer,Philadelphia,PA,EE. UU.,19149.0
1758,Larry,King,XXXXXXXXX,Consumer,Bronx,NY,EE. UU.,10466.0
7884,Peter,Smith,XXXXXXXXX,Corporate,Greenville,NC,EE. UU.,27858.0
289,Diana,Richards,XXXXXXXXX,Corporate,Morristown,NJ,EE. UU.,7960.0
10081,Mary,Castillo,XXXXXXXXX,Corporate,San Diego,CA,EE. UU.,92115.0
1169,Mary,Smith,XXXXXXXXX,Corporate,Oxnard,CA,EE. UU.,93030.0
1182,Mary,Smith,XXXXXXXXX,Corporate,Miami,FL,EE. UU.,33147.0
717,Mary,Camacho,XXXXXXXXX,Corporate,Albuquerque,NM,EE. UU.,87111.0
20423,Ainsley,Leach,XXXXXXXXX,Corporate,Amarillo,TX,EE. UU.,79109.0
5801,Theresa,Pearson,XXXXXXXXX,Corporate,Lutz,FL,EE. UU.,33549.0
702,Cynthia,Smith,XXXXXXXXX,Corporate,Bend,OR,EE. UU.,97701.0
6951,Mary,Williams,XXXXXXXXX,Corporate,East Brunswick,NJ,EE. UU.,8816.0
6780,Sean,Chung,XXXXXXXXX,Corporate,Lancaster,SC,EE. UU.,29720.0
6422,Jonathan,Richmond,XXXXXXXXX,Corporate,Ontario,CA,EE. UU.,91762.0
5384,Christopher,Smith,XXXXXXXXX,Corporate,Houston,TX,EE. UU.,77015.0
2985,Donald,Price,XXXXXXXXX,Corporate,Hampton,VA,EE. UU.,23666.0
18349,Rana,Moreno,XXXXXXXXX,Corporate,New York,NY,EE. UU.,10016.0
11286,Mary,Garcia,XXXXXXXXX,Corporate,Porterville,CA,EE. UU.,93257.0
489,William,Smith,XXXXXXXXX,Corporate,Portland,OR,EE. UU.,97223.0
4510,Rachel,Cochran,XXXXXXXXX,Corporate,Strongsville,OH,EE. UU.,44136.0
9626,Dorothy,Frye,XXXXXXXXX,Corporate,El Paso,TX,EE. UU.,79927.0
9494,Robert,Gilmore,XXXXXXXXX,Corporate,Del Rio,TX,EE. UU.,78840.0
1718,Mary,Smith,XXXXXXXXX,Corporate,Buffalo,NY,EE. UU.,14221.0
5295,Mary,Williams,XXXXXXXXX,Corporate,Bountiful,UT,EE. UU.,84010.0
3984,Brenda,Webster,XXXXXXXXX,Corporate,Kent,WA,EE. UU.,98031.0
5270,Andrea,Johnson,XXXXXXXXX,Corporate,Chicago,IL,EE. UU.,60620.0
10966,Martha,Pierce,XXXXXXXXX,Corporate,Plymouth,MA,EE. UU.,2360.0
1868,Mary,Riddle,XXXXXXXXX,Corporate,Far Rockaway,NY,EE. UU.,11691.0
17446,Freya,Golden,XXXXXXXXX,Corporate,Houston,TX,EE. UU.,77088.0
10071,Mary,Lawrence,XXXXXXXXX,Corporate,Philadelphia,PA,EE. UU.,19124.0
1271,Carolyn,Shea,XXXXXXXXX,Corporate,Simi Valley,CA,EE. UU.,93065.0
11930,Mary,Gilbert,XXXXXXXXX,Corporate,Detroit,MI,EE. UU.,48227.0
20529,Lynn,Sweeney,XXXXXXXXX,Corporate,Garden Grove,CA,EE. UU.,92840.0
8358,Mary,Smith,XXXXXXXXX,Corporate,San Diego,CA,EE. UU.,92105.0
7705,Julia,Robinson,XXXXXXXXX,Corporate,Chicago,IL,EE. UU.,60609.0
17392,Patience,Ward,XXXXXXXXX,Corporate,Placentia,CA,EE. UU.,92870.0
18276,Cheryl,Koch,XXXXXXXXX,Corporate,San Jose,CA,EE. UU.,95148.0
7795,Sandra,Smith,XXXXXXXXX,Corporate,Honolulu,HI,EE. UU.,96822.0
20655,Whitney,Collins,XXXXXXXXX,Corporate,Mentor,OH,EE. UU.,44060.0
2454,Kyle,Curtis,XXXXXXXXX,Corporate,Santa Clara,CA,EE. UU.,95051.0
150,Mary,Smith,XXXXXXXXX,Corporate,Union,NJ,EE. UU.,7083.0
10671,Timothy,Moses,XXXXXXXXX,Corporate,Long Beach,CA,EE. UU.,90805.0
11924,Mary,Ramos,XXXXXXXXX,Corporate,Westminster,CA,EE. UU.,92683.0
16086,Aimee,Terrell,XXXXXXXXX,Corporate,Pompano Beach,FL,EE. UU.,33068.0
4398,Mary,Yoder,XXXXXXXXX,Consumer,Azusa,CA,EE. UU.,91702.0
5687,Mary,Chapman,XXXXXXXXX,Consumer,Fort Lauderdale,FL,EE. UU.,33324.0
8534,Mary,Rose,XXXXXXXXX,Consumer,San Antonio,TX,EE. UU.,78201.0
3372,Virginia,Smith,XXXXXXXXX,Consumer,Princeton,NJ,EE. UU.,8540.0
10927,Jessica,Lang,XXXXXXXXX,Consumer,Perth Amboy,NJ,EE. UU.,8861.0
3597,Margaret,Smith,XXXXXXXXX,Consumer,Miami,FL,EE. UU.,33162.0
2052,Mary,Anthony,XXXXXXXXX,Consumer,Loveland,OH,EE. UU.,45140.0
4399,Richard,Smith,XXXXXXXXX,Consumer,Virginia Beach,VA,EE. UU.,23455.0
185,Deborah,Smith,XXXXXXXXX,Consumer,Louisville,KY,EE. UU.,40214.0
3441,Emma,Russell,XXXXXXXXX,Consumer,Lockport,NY,EE. UU.,14094.0
11947,Mary,Smith,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,60608.0
1555,Adam,Smith,XXXXXXXXX,Consumer,Staten Island,NY,EE. UU.,10314.0
9399,Mary,Bennett,XXXXXXXXX,Consumer,Tucson,AZ,EE. UU.,85719.0
2792,Roy,Carey,XXXXXXXXX,Consumer,Plymouth,MA,EE. UU.,2360.0
10118,Mary,Reynolds,XXXXXXXXX,Consumer,Cleveland,OH,EE. UU.,44120.0
8544,Sarah,Smith,XXXXXXXXX,Consumer,Bronx,NY,EE. UU.,10458.0
4296,Edward,Sanchez,XXXXXXXXX,Consumer,Webster,NY,EE. UU.,14580.0
4391,Harry,Smith,XXXXXXXXX,Consumer,Stockton,CA,EE. UU.,95207.0
2882,Mary,Decker,XXXXXXXXX,Consumer,Amarillo,TX,EE. UU.,79109.0
3283,Charles,Ramos,XXXXXXXXX,Consumer,Martinsburg,WV,EE. UU.,25401.0
397,Mary,Delgado,XXXXXXXXX,Consumer,Cumberland,MD,EE. UU.,21502.0
4104,Debra,Butler,XXXXXXXXX,Consumer,Pekin,IL,EE. UU.,61554.0
12214,Jennifer,Summers,XXXXXXXXX,Consumer,Tallahassee,FL,EE. UU.,32308.0
10699,Mary,Lee,XXXXXXXXX,Consumer,Jacksonville,FL,EE. UU.,32225.0
2091,Doris,Smith,XXXXXXXXX,Consumer,Woonsocket,RI,EE. UU.,2895.0
10474,Benjamin,Case,XXXXXXXXX,Consumer,Stockton,CA,EE. UU.,95206.0
7504,Stephanie,Smith,XXXXXXXXX,Consumer,Lithonia,GA,EE. UU.,30058.0
7518,Mary,Padilla,XXXXXXXXX,Consumer,Oak Lawn,IL,EE. UU.,60453.0
1738,Nicholas,Murray,XXXXXXXXX,Consumer,Detroit,MI,EE. UU.,48213.0
1622,Mary,Smith,XXXXXXXXX,Consumer,Alhambra,CA,EE. UU.,91801.0
1325,Gregory,Nelson,XXXXXXXXX,Consumer,New Haven,CT,EE. UU.,6511.0
5505,Joseph,Matthews,XXXXXXXXX,Consumer,North Tonawanda,NY,EE. UU.,14120.0
4210,Matthew,Roach,XXXXXXXXX,Consumer,Phoenix,AZ,EE. UU.,85029.0
11229,Diane,Smith,XXXXXXXXX,Consumer,Kenner,LA,EE. UU.,70065.0
9385,Andrew,Whitehead,XXXXXXXXX,Consumer,Washington,PA,EE. UU.,15301.0
900,George,Smith,XXXXXXXXX,Consumer,Holland,MI,EE. UU.,49423.0
6217,Roger,Black,XXXXXXXXX,Consumer,Morrisville,PA,EE. UU.,19067.0
9466,Mary,Smith,XXXXXXXXX,Consumer,Memphis,TN,EE. UU.,38128.0
4596,Mary,Burns,XXXXXXXXX,Consumer,Federal Way,WA,EE. UU.,98023.0
5206,Mary,Palmer,XXXXXXXXX,Consumer,San Diego,CA,EE. UU.,92113.0
2823,Danielle,Smith,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,60626.0
